Employee #,Month,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate
10023,September,09/28/2022,10:00,17:00,7.00,133.93
10024,September,09/28/2022,10:00,17:00,7.00,133.93
10025,September,09/28/2022,10:00,17:00,7.00,133.93
10001,September,09/29/2022,8:00,17:00,9.00,373.04
10002,September,09/29/2022,8:00,17:00,9.00,255.8
10003,September,09/29/2022,8:00,17:00,9.00,255.8
10004,September,09/29/2022,8:00,17:00,9.00,362.05
10005,September,09/29/2022,8:00,17:00,9.00,133.93
10006,September,09/29/2022,8:00,17:00,9.00,133.93
10007,September,09/29/2022,8:00,17:00,9.00,142.86
10008,September,09/29/2022,8:00,17:00,9.00,142.86
10009,September,09/29/2022,8:00,17:00,9.00,133.93
10010,September,09/29/2022,8:00,17:00,9.00,133.93
10011,September,09/29/2022,8:00,17:00,9.00,229.02
10012,September,09/29/2022,8:00,17:00,9.00,249.11
10013,September,09/29/2022,8:00,17:00,9.00,377.98
10014,September,09/29/2022,8:00,17:00,9.00,138.39
10015,September,09/29/2022,8:00,17:00,9.00,138.39
10016,September,09/29/2022,8:00,17:00,9.00,142.86
10017,September,09/29/2022,8:00,17:00,9.00,133.93
10018,September,09/29/2022,8:00,17:00,9.00,133.93
10019,September,09/29/2022,8:00,17:00,9.00,142.86
10020,September,09/29/2022,8:00,17:00,9.00,147.32
10021,September,09/29/2022,8:00,17:00,9.00,147.32
10022,September,09/29/2022,8:00,17:00,9.00,142.86
10023,September,09/29/2022,8:00,17:00,9.00,133.93
10024,September,09/29/2022,8:00,17:00,9.00,133.93
10025,September,09/29/2022,8:00,17:00,9.00,133.93
10001,September,09/30/2022,8:00,17:00,9.00,373.04
10002,September,09/30/2022,8:00,17:00,9.00,255.8
10003,September,09/30/2022,8:00,17:00,9.00,255.8
10004,September,09/30/2022,8:00,17:00,9.00,362.05
10005,September,09/30/2022,8:00,17:00,9.00,133.93
10006,September,09/30/2022,8:00,17:00,9.00,133.93
10007,September,09/30/2022,8:27,17:00,8.55,142.86
10008,September,09/30/2022,8:01,17:00,8.98,142.86
10009,September,09/30/2022,8:05,17:00,8.92,133.93
10010,September,09/30/2022,8:00,17:00,9.00,133.93
10011,September,09/30/2022,8:00,17:00,9.00,229.02
10012,September,09/30/2022,8:00,17:00,9.00,249.11
10013,September,09/30/2022,8:00,17:00,9.00,377.98
10014,September,09/30/2022,8:00,17:00,9.00,138.39
10015,September,09/30/2022,8:00,17:00,9.00,138.39
10016,September,09/30/2022,8:28,17:00,8.53,142.86
10017,September,09/30/2022,8:00,17:00,9.00,133.93
10018,September,09/30/2022,8:00,17:00,9.00,133.93
10019,September,09/30/2022,8:00,17:00,9.00,142.86
10020,September,09/30/2022,8:00,17:00,9.00,147.32
10021,September,09/30/2022,8:11,17:00,8.82,147.32
10022,September,09/30/2022,8:00,17:00,9.00,142.86
10023,September,09/30/2022,8:00,17:00,9.00,133.93
10024,September,09/30/2022,8:21,17:00,8.65,133.93
10025,September,09/30/2022,8:00,17:00,9.00,133.93
10001,October,10/03/2022,8:00,17:00,9.00,373.04
10002,October,10/03/2022,8:00,17:00,9.00,255.8
10003,October,10/03/2022,8:00,17:00,9.00,255.8
10004,October,10/03/2022,8:00,17:00,9.00,362.05
10005,October,10/03/2022,8:00,17:00,9.00,133.93
10006,October,10/03/2022,8:00,17:00,9.00,133.93
10007,October,10/03/2022,8:00,17:00,9.00,142.86
10008,October,10/03/2022,8:00,17:00,9.00,142.86
10009,October,10/03/2022,8:00,17:00,9.00,133.93
10010,October,10/03/2022,8:00,17:00,9.00,133.93
10011,October,10/03/2022,8:00,17:00,9.00,229.02
10012,October,10/03/2022,8:00,17:00,9.00,249.11
10013,October,10/03/2022,8:00,17:00,9.00,377.98
10014,October,10/03/2022,8:00,17:00,9.00,138.39
10015,October,10/03/2022,8:00,17:00,9.00,138.39
10016,October,10/03/2022,8:00,17:00,9.00,142.86
10017,October,10/03/2022,8:00,17:00,9.00,133.93
10018,October,10/03/2022,8:00,17:00,9.00,133.93
10019,October,10/03/2022,8:00,17:00,9.00,142.86
10020,October,10/03/2022,8:00,17:00,9.00,147.32
10021,October,10/03/2022,8:00,17:00,9.00,147.32
10022,October,10/03/2022,8:00,17:00,9.00,142.86
10023,October,10/03/2022,8:00,17:00,9.00,133.93
10024,October,10/03/2022,8:00,17:00,9.00,133.93
10025,October,10/03/2022,8:00,17:00,9.00,133.93
10001,October,10/04/2022,8:00,17:00,9.00,373.04
10002,October,10/04/2022,8:00,17:00,9.00,255.8
10003,October,10/04/2022,8:00,17:00,9.00,255.8
10004,October,10/04/2022,8:00,17:00,9.00,362.05
10005,October,10/04/2022,8:15,17:00,8.75,133.93
10006,October,10/04/2022,8:00,17:00,9.00,133.93
10007,October,10/04/2022,8:00,17:00,9.00,142.86
10008,October,10/04/2022,8:00,17:00,9.00,142.86
10009,October,10/04/2022,8:00,17:00,9.00,133.93
10010,October,10/04/2022,8:00,17:00,9.00,133.93
10011,October,10/04/2022,10:30,17:00,6.50,229.02
10012,October,10/04/2022,8:00,17:00,9.00,249.11
10013,October,10/04/2022,8:00,17:00,9.00,377.98
10014,October,10/04/2022,8:00,17:00,9.00,138.39
10015,October,10/04/2022,8:00,17:00,9.00,138.39
10016,October,10/04/2022,8:00,17:00,9.00,142.86
10017,October,10/04/2022,8:00,17:00,9.00,133.93
10018,October,10/04/2022,8:00,17:00,9.00,133.93
10019,October,10/04/2022,8:00,17:00,9.00,142.86
10020,October,10/04/2022,8:00,17:00,9.00,147.32
10021,October,10/04/2022,13:00,17:00,4.00,147.32
10022,October,10/04/2022,8:00,17:00,9.00,142.86
10023,October,10/04/2022,8:00,17:00,9.00,133.93
10024,October,10/04/2022,8:00,17:00,9.00,133.93
10025,October,10/04/2022,8:00,17:00,9.00,133.93
10001,October,10/05/2022,8:00,17:00,9.00,373.04
10002,October,10/05/2022,8:00,17:00,9.00,255.8
10003,October,10/05/2022,11:30,17:00,5.50,255.8
10004,October,10/05/2022,8:00,17:00,9.00,362.05
10005,October,10/05/2022,8:00,17:00,9.00,133.93
10006,October,10/05/2022,8:00,17:00,9.00,133.93
10007,October,10/05/2022,8:00,17:00,9.00,142.86
10008,October,10/05/2022,8:10,17:00,8.83,142.86
10009,October,10/05/2022,0:00,0:00,0.00,133.93
10010,October,10/05/2022,8:00,17:00,9.00,133.93
10011,October,10/05/2022,8:00,17:00,9.00,229.02
10012,October,10/05/2022,8:00,17:00,9.00,249.11
10013,October,10/05/2022,8:00,17:00,9.00,377.98
10014,October,10/05/2022,8:00,17:00,9.00,138.39
10015,October,10/05/2022,8:00,17:00,9.00,138.39
10016,October,10/05/2022,8:00,17:00,9.00,142.86
10017,October,10/05/2022,8:05,17:00,8.92,133.93
10018,October,10/05/2022,8:00,17:00,9.00,133.93
10019,October,10/05/2022,8:00,17:00,9.00,142.86
10020,October,10/05/2022,8:00,17:00,9.00,147.32
10021,October,10/05/2022,8:00,17:00,9.00,147.32
10022,October,10/05/2022,8:00,17:00,9.00,142.86
10023,October,10/05/2022,9:00,17:00,8.00,133.93
10024,October,10/05/2022,8:00,17:00,9.00,133.93
10025,October,10/05/2022,8:00,17:00,9.00,133.93
10001,October,10/06/2022,8:00,17:00,9.00,373.04
10002,October,10/06/2022,8:00,17:00,9.00,255.8
10003,October,10/06/2022,8:00,17:00,9.00,255.8
10004,October,10/06/2022,8:00,17:00,9.00,362.05
10005,October,10/06/2022,8:00,17:00,9.00,133.93
10006,October,10/06/2022,8:00,17:00,9.00,133.93
10007,October,10/06/2022,8:00,17:00,9.00,142.86
10008,October,10/06/2022,8:00,17:00,9.00,142.86
10009,October,10/06/2022,8:00,17:00,9.00,133.93
10010,October,10/06/2022,8:00,17:00,9.00,133.93
10011,October,10/06/2022,8:00,17:00,9.00,229.02
10012,October,10/06/2022,8:00,17:00,9.00,249.11
10013,October,10/06/2022,8:00,17:00,9.00,377.98
10014,October,10/06/2022,8:00,17:00,9.00,138.39
10015,October,10/06/2022,8:00,17:00,9.00,138.39
10016,October,10/06/2022,8:00,17:00,9.00,142.86
10017,October,10/06/2022,8:00,17:00,9.00,133.93
10018,October,10/06/2022,8:00,17:00,9.00,133.93
10019,October,10/06/2022,8:00,17:00,9.00,142.86
10020,October,10/06/2022,8:00,17:00,9.00,147.32
10021,October,10/06/2022,8:00,17:00,9.00,147.32
10022,October,10/06/2022,8:00,17:00,9.00,142.86
10023,October,10/06/2022,8:00,17:00,9.00,133.93
10024,October,10/06/2022,8:00,17:00,9.00,133.93
10025,October,10/06/2022,8:00,17:00,9.00,133.93
10001,October,10/07/2022,8:00,17:00,9.00,373.04
10002,October,10/07/2022,8:00,17:00,9.00,255.8
10003,October,10/07/2022,8:00,17:00,9.00,255.8
10004,October,10/07/2022,8:00,17:00,9.00,362.05
10005,October,10/07/2022,8:00,17:00,9.00,133.93
10006,October,10/07/2022,8:00,17:00,9.00,133.93
10007,October,10/07/2022,8:00,17:00,9.00,142.86
10008,October,10/07/2022,8:00,17:00,9.00,142.86
10009,October,10/07/2022,8:00,17:00,9.00,133.93
10010,October,10/07/2022,8:00,17:00,9.00,133.93
10011,October,10/07/2022,8:00,17:00,9.00,229.02
10012,October,10/07/2022,8:00,17:00,9.00,249.11
10013,October,10/07/2022,10:00,17:00,7.00,377.98
10014,October,10/07/2022,0:00,0:00,0.00,138.39
10015,October,10/07/2022,10:00,17:00,7.00,138.39
10016,October,10/07/2022,10:00,17:00,7.00,142.86
10017,October,10/07/2022,10:00,17:00,7.00,133.93
10018,October,10/07/2022,10:00,17:00,7.00,133.93
10019,October,10/07/2022,10:00,17:00,7.00,142.86
10020,October,10/07/2022,10:00,17:00,7.00,147.32
10021,October,10/07/2022,10:00,17:00,7.00,147.32
10022,October,10/07/2022,10:00,17:00,7.00,142.86
10023,October,10/07/2022,10:00,17:00,7.00,133.93
10024,October,10/07/2022,10:00,17:00,7.00,133.93
10025,October,10/07/2022,10:00,17:00,7.00,133.93
10001,October,10/10/2022,8:00,17:00,9.00,373.04
10002,October,10/10/2022,8:00,17:00,9.00,255.8
10003,October,10/10/2022,8:00,17:00,9.00,255.8
10004,October,10/10/2022,8:00,17:00,9.00,362.05
10005,October,10/10/2022,8:00,17:00,9.00,133.93
10006,October,10/10/2022,8:00,17:00,9.00,133.93
10007,October,10/10/2022,8:00,17:00,9.00,142.86
10008,October,10/10/2022,8:00,17:00,9.00,142.86
10009,October,10/10/2022,8:00,17:00,9.00,133.93
10010,October,10/10/2022,8:00,17:00,9.00,133.93
10011,October,10/10/2022,8:00,17:00,9.00,229.02
10012,October,10/10/2022,8:00,17:00,9.00,249.11
10013,October,10/10/2022,8:00,17:00,9.00,377.98
10014,October,10/10/2022,8:00,17:00,9.00,138.39
10015,October,10/10/2022,8:00,17:00,9.00,138.39
10016,October,10/10/2022,8:00,17:00,9.00,142.86
10017,October,10/10/2022,8:00,17:00,9.00,133.93
10018,October,10/10/2022,8:00,17:00,9.00,133.93
10019,October,10/10/2022,8:00,17:00,9.00,142.86
10020,October,10/10/2022,8:00,17:00,9.00,147.32
10021,October,10/10/2022,8:00,17:00,9.00,147.32
10022,October,10/10/2022,8:00,17:00,9.00,142.86
10023,October,10/10/2022,8:00,17:00,9.00,133.93
10024,October,10/10/2022,8:00,17:00,9.00,133.93
10025,October,10/10/2022,8:00,17:00,9.00,133.93
10001,October,10/11/2022,8:00,17:00,9.00,373.04
10002,October,10/11/2022,8:00,17:00,9.00,255.8
10003,October,10/11/2022,8:00,17:00,9.00,255.8
10004,October,10/11/2022,8:00,17:00,9.00,362.05
10005,October,10/11/2022,8:00,17:00,9.00,133.93
10006,October,10/11/2022,8:00,17:00,9.00,133.93
10007,October,10/11/2022,8:27,17:00,8.55,142.86
10008,October,10/11/2022,8:01,17:00,8.98,142.86
10009,October,10/11/2022,8:05,17:00,8.92,133.93
10010,October,10/11/2022,0:00,0:00,0.00,133.93
10011,October,10/11/2022,8:00,17:00,9.00,229.02
10012,October,10/11/2022,8:00,17:00,9.00,249.11
10013,October,10/11/2022,8:00,17:00,9.00,377.98
10014,October,10/11/2022,8:00,17:00,9.00,138.39
10015,October,10/11/2022,8:00,17:00,9.00,138.39
10016,October,10/11/2022,8:28,17:00,8.53,142.86
10017,October,10/11/2022,8:00,17:00,9.00,133.93
10018,October,10/11/2022,8:00,17:00,9.00,133.93
10019,October,10/11/2022,8:00,17:00,9.00,142.86
10020,October,10/11/2022,8:00,17:00,9.00,147.32
10021,October,10/11/2022,8:11,17:00,8.82,147.32
10022,October,10/11/2022,8:00,17:00,9.00,142.86
10023,October,10/11/2022,8:00,17:00,9.00,133.93
10024,October,10/11/2022,8:21,17:00,8.65,133.93
10025,October,10/11/2022,8:00,17:00,9.00,133.93
10001,October,10/12/2022,8:00,17:00,9.00,373.04
10002,October,10/12/2022,8:00,17:00,9.00,255.8
10003,October,10/12/2022,8:00,17:00,9.00,255.8
10004,October,10/12/2022,8:00,17:00,9.00,362.05
10005,October,10/12/2022,8:00,17:00,9.00,133.93
10006,October,10/12/2022,8:00,17:00,9.00,133.93
10007,October,10/12/2022,8:00,17:00,9.00,142.86
10008,October,10/12/2022,8:00,17:00,9.00,142.86
10009,October,10/12/2022,8:00,17:00,9.00,133.93
10010,October,10/12/2022,8:00,17:00,9.00,133.93
10011,October,10/12/2022,8:00,17:00,9.00,229.02
10012,October,10/12/2022,8:00,17:00,9.00,249.11
10013,October,10/12/2022,8:00,17:00,9.00,377.98
10014,October,10/12/2022,8:00,17:00,9.00,138.39
10015,October,10/12/2022,8:00,17:00,9.00,138.39
10016,October,10/12/2022,8:00,17:00,9.00,142.86
10017,October,10/12/2022,8:00,17:00,9.00,133.93
10018,October,10/12/2022,8:00,17:00,9.00,133.93
10019,October,10/12/2022,8:00,17:00,9.00,142.86
10020,October,10/12/2022,8:00,17:00,9.00,147.32
10021,October,10/12/2022,8:00,17:00,9.00,147.32
10022,October,10/12/2022,8:00,17:00,9.00,142.86
10023,October,10/12/2022,8:00,17:00,9.00,133.93
10024,October,10/12/2022,8:00,17:00,9.00,133.93
10025,October,10/12/2022,8:00,17:00,9.00,133.93
10001,October,10/13/2022,8:00,17:00,9.00,373.04
10002,October,10/13/2022,8:00,17:00,9.00,255.8
10003,October,10/13/2022,8:00,17:00,9.00,255.8
10004,October,10/13/2022,8:00,17:00,9.00,362.05
10005,October,10/13/2022,8:15,17:00,8.75,133.93
10006,October,10/13/2022,8:00,17:00,9.00,133.93
10007,October,10/13/2022,8:00,17:00,9.00,142.86
10008,October,10/13/2022,8:00,17:00,9.00,142.86
10009,October,10/13/2022,8:00,17:00,9.00,133.93
10010,October,10/13/2022,8:00,17:00,9.00,133.93
10011,October,10/13/2022,10:30,17:00,6.50,229.02
10012,October,10/13/2022,8:00,17:00,9.00,249.11
10013,October,10/13/2022,8:00,17:00,9.00,377.98
10014,October,10/13/2022,8:00,17:00,9.00,138.39
10015,October,10/13/2022,8:00,17:00,9.00,138.39
10016,October,10/13/2022,8:00,17:00,9.00,142.86
10017,October,10/13/2022,8:00,17:00,9.00,133.93
10018,October,10/13/2022,8:00,17:00,9.00,133.93
10019,October,10/13/2022,8:00,17:00,9.00,142.86
10020,October,10/13/2022,8:00,17:00,9.00,147.32
10021,October,10/13/2022,13:00,17:00,4.00,147.32
10022,October,10/13/2022,8:00,17:00,9.00,142.86
10023,October,10/13/2022,8:00,17:00,9.00,133.93
10024,October,10/13/2022,8:00,17:00,9.00,133.93
10025,October,10/13/2022,8:00,17:00,9.00,133.93
10001,October,10/14/2022,8:00,17:00,9.00,373.04
10002,October,10/14/2022,8:00,17:00,9.00,255.8
10003,October,10/14/2022,11:30,17:00,5.50,255.8
10004,October,10/14/2022,8:00,17:00,9.00,362.05
10005,October,10/14/2022,8:00,17:00,9.00,133.93
10006,October,10/14/2022,8:00,17:00,9.00,133.93
10007,October,10/14/2022,8:00,17:00,9.00,142.86
10008,October,10/14/2022,8:10,17:00,8.83,142.86
10009,October,10/14/2022,8:00,17:00,9.00,133.93
10010,October,10/14/2022,8:00,17:00,9.00,133.93
10011,October,10/14/2022,8:00,17:00,9.00,229.02
10012,October,10/14/2022,8:00,17:00,9.00,249.11
10013,October,10/14/2022,8:00,17:00,9.00,377.98
10014,October,10/14/2022,8:00,17:00,9.00,138.39
10015,October,10/14/2022,8:00,17:00,9.00,138.39
10016,October,10/14/2022,8:00,17:00,9.00,142.86
10017,October,10/14/2022,8:05,17:00,8.92,133.93
10018,October,10/14/2022,8:00,17:00,9.00,133.93
10019,October,10/14/2022,8:00,17:00,9.00,142.86
10020,October,10/14/2022,8:00,17:00,9.00,147.32
10021,October,10/14/2022,8:00,17:00,9.00,147.32
10022,October,10/14/2022,8:00,17:00,9.00,142.86
10023,October,10/14/2022,9:00,17:00,8.00,133.93
10024,October,10/14/2022,8:00,17:00,9.00,133.93
10025,October,10/14/2022,8:00,17:00,9.00,133.93
10001,October,10/17/2022,8:00,17:00,9.00,373.04
10002,October,10/17/2022,8:00,17:00,9.00,255.8
10003,October,10/17/2022,8:00,17:00,9.00,255.8
10004,October,10/17/2022,8:00,17:00,9.00,362.05
10005,October,10/17/2022,8:00,17:00,9.00,133.93
10006,October,10/17/2022,8:00,17:00,9.00,133.93
10007,October,10/17/2022,8:00,17:00,9.00,142.86
10008,October,10/17/2022,8:00,17:00,9.00,142.86
10009,October,10/17/2022,8:00,17:00,9.00,133.93
10010,October,10/17/2022,8:00,17:00,9.00,133.93
10011,October,10/17/2022,8:00,17:00,9.00,229.02
10012,October,10/17/2022,8:00,17:00,9.00,249.11
10013,October,10/17/2022,8:00,17:00,9.00,377.98
10014,October,10/17/2022,8:00,17:00,9.00,138.39
10015,October,10/17/2022,8:00,17:00,9.00,138.39
10016,October,10/17/2022,8:00,17:00,9.00,142.86
10017,October,10/17/2022,8:00,17:00,9.00,133.93
10018,October,10/17/2022,8:00,17:00,9.00,133.93
10019,October,10/17/2022,8:00,17:00,9.00,142.86
10020,October,10/17/2022,8:00,17:00,9.00,147.32
10021,October,10/17/2022,8:00,17:00,9.00,147.32
10022,October,10/17/2022,8:00,17:00,9.00,142.86
10023,October,10/17/2022,8:00,17:00,9.00,133.93
10024,October,10/17/2022,8:00,17:00,9.00,133.93
10025,October,10/17/2022,8:00,17:00,9.00,133.93
10001,October,10/18/2022,8:00,17:00,9.00,373.04
10002,October,10/18/2022,8:00,17:00,9.00,255.8
10003,October,10/18/2022,8:00,17:00,9.00,255.8
10004,October,10/18/2022,8:00,17:00,9.00,362.05
10005,October,10/18/2022,8:00,17:00,9.00,133.93
10006,October,10/18/2022,8:00,17:00,9.00,133.93
10007,October,10/18/2022,8:00,17:00,9.00,142.86
10008,October,10/18/2022,8:00,17:00,9.00,142.86
10009,October,10/18/2022,8:00,17:00,9.00,133.93
10010,October,10/18/2022,8:00,17:00,9.00,133.93
10011,October,10/18/2022,8:00,17:00,9.00,229.02
10012,October,10/18/2022,8:00,17:00,9.00,249.11
10013,October,10/18/2022,10:00,17:00,7.00,377.98
10014,October,10/18/2022,10:00,17:00,7.00,138.39
10015,October,10/18/2022,10:00,17:00,7.00,138.39
10016,October,10/18/2022,0:00,0:00,0.00,142.86
10017,October,10/18/2022,10:00,17:00,7.00,133.93
10018,October,10/18/2022,10:00,17:00,7.00,133.93
10019,October,10/18/2022,10:00,17:00,7.00,142.86
10020,October,10/18/2022,10:00,17:00,7.00,147.32
10021,October,10/18/2022,10:00,17:00,7.00,147.32
10022,October,10/18/2022,10:00,17:00,7.00,142.86
10023,October,10/18/2022,10:00,17:00,7.00,133.93
10024,October,10/18/2022,10:00,17:00,7.00,133.93
10025,October,10/18/2022,10:00,17:00,7.00,133.93
10001,October,10/19/2022,8:00,17:00,9.00,373.04
10002,October,10/19/2022,8:00,17:00,9.00,255.8
10003,October,10/19/2022,8:00,17:00,9.00,255.8
10004,October,10/19/2022,8:00,17:00,9.00,362.05
10005,October,10/19/2022,8:00,17:00,9.00,133.93
10006,October,10/19/2022,8:00,17:00,9.00,133.93
10007,October,10/19/2022,8:00,17:00,9.00,142.86
10008,October,10/19/2022,8:00,17:00,9.00,142.86
10009,October,10/19/2022,8:00,17:00,9.00,133.93
10010,October,10/19/2022,8:00,17:00,9.00,133.93
10011,October,10/19/2022,8:00,17:00,9.00,229.02
10012,October,10/19/2022,8:00,17:00,9.00,249.11
10013,October,10/19/2022,8:00,17:00,9.00,377.98
10014,October,10/19/2022,8:00,17:00,9.00,138.39
10015,October,10/19/2022,8:00,17:00,9.00,138.39
10016,October,10/19/2022,8:00,17:00,9.00,142.86
10017,October,10/19/2022,8:00,17:00,9.00,133.93
10018,October,10/19/2022,8:00,17:00,9.00,133.93
10019,October,10/19/2022,8:00,17:00,9.00,142.86
10020,October,10/19/2022,8:00,17:00,9.00,147.32
10021,October,10/19/2022,8:00,17:00,9.00,147.32
10022,October,10/19/2022,8:00,17:00,9.00,142.86
10023,October,10/19/2022,8:00,17:00,9.00,133.93
10024,October,10/19/2022,8:00,17:00,9.00,133.93
10025,October,10/19/2022,8:00,17:00,9.00,133.93
10001,October,10/20/2022,8:00,17:00,9.00,373.04
10002,October,10/20/2022,8:00,17:00,9.00,255.8
10003,October,10/20/2022,8:00,17:00,9.00,255.8
10004,October,10/20/2022,8:00,17:00,9.00,362.05
10005,October,10/20/2022,8:00,17:00,9.00,133.93
10006,October,10/20/2022,8:00,17:00,9.00,133.93
10007,October,10/20/2022,8:27,17:00,8.55,142.86
10008,October,10/20/2022,8:01,17:00,8.98,142.86
10009,October,10/20/2022,8:05,17:00,8.92,133.93
10010,October,10/20/2022,8:00,17:00,9.00,133.93
10011,October,10/20/2022,8:00,17:00,9.00,229.02
10012,October,10/20/2022,8:00,17:00,9.00,249.11
10013,October,10/20/2022,8:00,17:00,9.00,377.98
10014,October,10/20/2022,8:00,17:00,9.00,138.39
10015,October,10/20/2022,8:00,17:00,9.00,138.39
10016,October,10/20/2022,8:28,17:00,8.53,142.86
10017,October,10/20/2022,8:00,17:00,9.00,133.93
10018,October,10/20/2022,8:00,17:00,9.00,133.93
10019,October,10/20/2022,8:00,17:00,9.00,142.86
10020,October,10/20/2022,8:00,17:00,9.00,147.32
10021,October,10/20/2022,8:11,17:00,8.82,147.32
10022,October,10/20/2022,8:00,17:00,9.00,142.86
10023,October,10/20/2022,8:00,17:00,9.00,133.93
10024,October,10/20/2022,8:21,17:00,8.65,133.93
10025,October,10/20/2022,8:00,17:00,9.00,133.93
10001,October,10/21/2022,8:00,17:00,9.00,373.04
10002,October,10/21/2022,8:00,17:00,9.00,255.8
10003,October,10/21/2022,8:00,17:00,9.00,255.8
10004,October,10/21/2022,8:00,17:00,9.00,362.05
10005,October,10/21/2022,8:00,17:00,9.00,133.93
10006,October,10/21/2022,8:00,17:00,9.00,133.93
10007,October,10/21/2022,8:00,17:00,9.00,142.86
10008,October,10/21/2022,8:00,17:00,9.00,142.86
10009,October,10/21/2022,8:00,17:00,9.00,133.93
10010,October,10/21/2022,0:00,0:00,0.00,133.93
10011,October,10/21/2022,8:00,17:00,9.00,229.02
10012,October,10/21/2022,8:00,17:00,9.00,249.11
10013,October,10/21/2022,8:00,17:00,9.00,377.98
10014,October,10/21/2022,8:00,17:00,9.00,138.39
10015,October,10/21/2022,8:00,17:00,9.00,138.39
10016,October,10/21/2022,8:00,17:00,9.00,142.86
10017,October,10/21/2022,8:00,17:00,9.00,133.93
10018,October,10/21/2022,8:00,17:00,9.00,133.93
10019,October,10/21/2022,8:00,17:00,9.00,142.86
10020,October,10/21/2022,8:00,17:00,9.00,147.32
10021,October,10/21/2022,8:00,17:00,9.00,147.32
10022,October,10/21/2022,8:00,17:00,9.00,142.86
10023,October,10/21/2022,8:00,17:00,9.00,133.93
10024,October,10/21/2022,8:00,17:00,9.00,133.93
10025,October,10/21/2022,8:00,17:00,9.00,133.93
10001,October,10/24/2022,8:00,17:00,9.00,373.04
10002,October,10/24/2022,8:00,17:00,9.00,255.8
10003,October,10/24/2022,8:00,17:00,9.00,255.8
10004,October,10/24/2022,8:00,17:00,9.00,362.05
10005,October,10/24/2022,8:15,17:00,8.75,133.93
10006,October,10/24/2022,8:00,17:00,9.00,133.93
10007,October,10/24/2022,8:00,17:00,9.00,142.86
10008,October,10/24/2022,8:00,17:00,9.00,142.86
10009,October,10/24/2022,8:00,17:00,9.00,133.93
10010,October,10/24/2022,8:00,17:00,9.00,133.93
10011,October,10/24/2022,10:30,17:00,6.50,229.02
10012,October,10/24/2022,8:00,17:00,9.00,249.11
10013,October,10/24/2022,8:00,17:00,9.00,377.98
10014,October,10/24/2022,8:00,17:00,9.00,138.39
10015,October,10/24/2022,8:00,17:00,9.00,138.39
10016,October,10/24/2022,8:00,17:00,9.00,142.86
10017,October,10/24/2022,8:00,17:00,9.00,133.93
10018,October,10/24/2022,8:00,17:00,9.00,133.93
10019,October,10/24/2022,8:00,17:00,9.00,142.86
10020,October,10/24/2022,8:00,17:00,9.00,147.32
10021,October,10/24/2022,13:00,17:00,4.00,147.32
10022,October,10/24/2022,8:00,17:00,9.00,142.86
10023,October,10/24/2022,8:00,17:00,9.00,133.93
10024,October,10/24/2022,8:00,17:00,9.00,133.93
10025,October,10/24/2022,8:00,17:00,9.00,133.93
10001,October,10/25/2022,8:00,17:00,9.00,373.04
10002,October,10/25/2022,8:00,17:00,9.00,255.8
10003,October,10/25/2022,11:30,17:00,5.50,255.8
10004,October,10/25/2022,8:00,17:00,9.00,362.05
10005,October,10/25/2022,8:00,17:00,9.00,133.93
10006,October,10/25/2022,8:00,17:00,9.00,133.93
10007,October,10/25/2022,8:00,17:00,9.00,142.86
10008,October,10/25/2022,8:10,17:00,8.83,142.86
10009,October,10/25/2022,8:00,17:00,9.00,133.93
10010,October,10/25/2022,8:00,17:00,9.00,133.93
10011,October,10/25/2022,8:00,17:00,9.00,229.02
10012,October,10/25/2022,8:00,17:00,9.00,249.11
10013,October,10/25/2022,8:00,17:00,9.00,377.98
10014,October,10/25/2022,8:00,17:00,9.00,138.39
10015,October,10/25/2022,8:00,17:00,9.00,138.39
10016,October,10/25/2022,8:00,17:00,9.00,142.86
10017,October,10/25/2022,8:05,17:00,8.92,133.93
10018,October,10/25/2022,8:00,17:00,9.00,133.93
10019,October,10/25/2022,8:00,17:00,9.00,142.86
10020,October,10/25/2022,8:00,17:00,9.00,147.32
10021,October,10/25/2022,8:00,17:00,9.00,147.32
10022,October,10/25/2022,8:00,17:00,9.00,142.86
10023,October,10/25/2022,9:00,17:00,8.00,133.93
10024,October,10/25/2022,8:00,17:00,9.00,133.93
10025,October,10/25/2022,8:00,17:00,9.00,133.93
10001,October,10/26/2022,8:00,17:00,9.00,373.04
10002,October,10/26/2022,8:00,17:00,9.00,255.8
10003,October,10/26/2022,8:00,17:00,9.00,255.8
10004,October,10/26/2022,8:00,17:00,9.00,362.05
10005,October,10/26/2022,8:00,17:00,9.00,133.93
10006,October,10/26/2022,8:00,17:00,9.00,133.93
10007,October,10/26/2022,8:00,17:00,9.00,142.86
10008,October,10/26/2022,8:00,17:00,9.00,142.86
10009,October,10/26/2022,8:00,17:00,9.00,133.93
10010,October,10/26/2022,8:00,17:00,9.00,133.93
10011,October,10/26/2022,8:00,17:00,9.00,229.02
10012,October,10/26/2022,8:00,17:00,9.00,249.11
10013,October,10/26/2022,8:00,17:00,9.00,377.98
10014,October,10/26/2022,8:00,17:00,9.00,138.39
10015,October,10/26/2022,8:00,17:00,9.00,138.39
10016,October,10/26/2022,8:00,17:00,9.00,142.86
10017,October,10/26/2022,8:00,17:00,9.00,133.93
10018,October,10/26/2022,8:00,17:00,9.00,133.93
10019,October,10/26/2022,8:00,17:00,9.00,142.86
10020,October,10/26/2022,8:00,17:00,9.00,147.32
